,Name,Sex,Abdominal_pain,Abdominal_distention_left_side,Anemia,Anorexia,Blood_in_feaces,Blood_in_urine,Blood_leakage_from_natural_holes_of_dead_animal,Bottle_jaw,Change_in_diet,Changed_milk_taste,Circling,Cough,Constipation,Crepitation,Depression,Dehydration,Dental_pad,Diarrhea,Difficult_movement,Dog_bite,Dyspnea,Eat_cloth_bones,Emaciation,Enlarged_lymph_nodes,Excitements,Facial_distortion,Faulty_drenching,Feet_foul_odor,Feet_lesions,Fever,Gas_accumulation,Hair_loss,Hard_feaces,Hard_Tongue,Head_pressing,Increased_heart_rate,Itching,Itching_in_Nose,Knee_swelling,Lameness,Lose_feaces,Milk_abnormalities,Milk_reduction,Mouth_discharge,Mouth_frothing,Mouth_lesions,Moving_in_circle,Nasal_discharge,Neck_swelling,Necrotic_stomatitis,Ocular_discharge,Oculonasal_discharge,Off_feed,Overfeeding,Paralysis,Pica,Phoyophia,Poor_growth,Pox_lesion,Red_moist_feet,Respiratory_distress,Restlessness,Ruptured_Lymph_Nodes,Salivation,Severe_itching,Skin_lesion_red,Skin_lesion,Sneezing,Subnormal_temperature,Sudden_death,Swollen_joints,Swollen_Jaw,Tachypnea,Teat_hole_blockage,Teats_inflammation,Teats_lesions,Temperature_fluctuation,Ticks_presence,Tick_worry,Tremors,Udder_infection,Udder_inflammation,Udder_lesion,Unable_to_stand,Uncoordinated_movements,Urine_block,Vaginal_infection,Vaginal_discharge,Wasting,Weakness,Weight_loss,Wheezes,Worms_in_feaces,Wounded,Yellow_eyes,Yellow_mucous_membrane,DiseaseName.1
,Sheep,Male,,,,,,,,,,,0.9,,,,0.9,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GID
,Sheep,Male,,,,0.9,,,,,,,0.9,,,,0.9,,,,,,,,,,,,,,,0.3,,,,,,,,,,0.9,,,,,,,,,,,,,,,0.9,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,GID
,Sheep,Male,,,,,,,,,,,0.9,,,,0.9,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.9,,,,,,GID
,Buffalo,Male,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,0.9,,,,,,,,0.9,,,,,,,,,0.9,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,GID
,Sheep,Male,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,0.9,,,0.9,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,GID
,Cattle,Female,,,,0.9,,,,,,,,,,,0.9,0.9,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,0.9,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GID
,Goat,Female,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,0.9,,,0.9,,,,,,,0.9,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,Sheep n Goat Pox
9,Buffalo,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lameness,,,,,,,,,Swelling of head and neck,,,,,,,,,,,,Respiratory distress,,,,,,,,,Sudden death,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
10,Buffalo,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
41,Buffalo,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lameness,,,,,,,,,Swelling of head and neck,,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
42,Buffalo,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swelling of head and neck,,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
43,Buffalo,Male,,,,,,,,,,,,,,,,,,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
45,Buffalo,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,Swelling of head and neck,,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
46,Buffalo,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
62,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
63,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lameness,,,,,Mouth frothing,,,,Swelling of head and neck,,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
64,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swelling of head and neck,,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
129,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,Decrease in milk production,,,,,,Swelling of head and neck,,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
130,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decrease in milk production,,,,,,,,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
131,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,Decrease in milk production,,Mouth frothing,,,,Swelling of head and neck,,,,,,,,,,,,Respiratory distress,,,,,,,,,Sudden death,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
132,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decrease in milk production,,,,,,Swelling of head and neck,,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
133,Buffalo,Female,,,,,,,,,,,,,,,,,,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,Decrease in milk production,,Mouth frothing,,,,Swelling of head and neck,,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
134,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,Swelling of head and neck,,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
135,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swelling of head and neck,,,,,,,,,,,,Respiratory distress,,,,,,,,,Sudden death,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
225,Cattle,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
226,Cattle,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lameness,,,,,Mouth frothing,,,,Swelling of head and neck,,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
229,Cattle,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
261,Cattle,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swelling of head and neck,,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
280,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
281,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
282,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swelling of head and neck,,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
338,Cattle,Female,,,,,,,Blood leakage from natural holes of dead animal,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,Decrease in milk production,,Mouth frothing,,,,Swelling of head and neck,,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
339,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fever,,,,,,,,,,,,,Decrease in milk production,,Mouth frothing,,,,Swelling of head and neck,,,,,,,,,,,,Respiratory distress,,,,,,,,,Sudden death,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
340,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decrease in milk production,,Mouth frothing,,,,Swelling of head and neck,,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
341,Cattle,Female,,,,,,,,,,,,,,,,,,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,Decrease in milk production,,Mouth frothing,,,,Swelling of head and neck,,,,,,,,,,,,Respiratory distress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
,Cattle,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,0.9,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
,Cattle,Male,,,,0.9,,,,,,,,,,,0.9,,,,,,0.9,,,,,,,,,0.3,,,,,,,,,,0.9,,,,,,,,,0.9,,,,,,,,,0.9,,,0.9,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
,Buffalo,Female,,,,0.9,,,,,0.9,,,,,,,,,,,,0.9,,,0.9,,,,,,,,,,,,,,,,,,0.9,,0.9,,,,,0.9,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,Haemorrhagic Septicaemia
,Buffalo ,Female,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,0.9,0.9,,,,,,,,,,,,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haemorrhagic Septicaemia
,Buffalo,Female,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,0.9,,,,,0.9,,,,,,,,,,0.9,,,0.9,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,Haemorrhagic Septicaemia
66,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very high fever,,,,,,,,,,,,,,,,,,,,,Ocular discharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yellow Mucous Membrane,Hyperthermia
139,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very high fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyperthermia
263,Cattle,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very high fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyperthermia
345,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very high fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyperthermia
423,Goat,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very high fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyperthermia
622,Goat,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very high fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyperthermia
716,Sheep,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very high fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyperthermia
718,Sheep,Male,,,,Anorexia,,,,,,,,Cough,,,,,,Diarrhea,,,,,,,,,,,,Very high fever,,,,,,,,,,,,,,,,,,,,,Ocular discharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyperthermia
67,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subnormal temperature,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hypothermia
,Goat,Female,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,0.9,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hypothermia
,Sheep,Male,,,,,,,,,,,,0.3,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hypothermia
,Goat,Female,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,Hypothermia
141,Buffalo,Female,,,,,,,,,,,,,Constipation,,,,,,,,,,,,,,,,,,,,Hard feaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impaction/Constipation
284,Cattle,Female,,Abdomen's expansion/swelling on left side,,,,,,,,,,,Constipation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impaction/Constipation
425,Goat,Male,,,,,,,,,,,,,Constipation,,,,,,,,,,,,,,,,,,,,Hard feaces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impaction/Constipation
12,Buffalo,Male,,,,Anorexia,Blood in feaces,,,,,,,,,,Depression,,,Diarrhea,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infectious Diarrhea
142,Buffalo,Female,,,,Anorexia,Blood in feaces,,,,,,,,,,Depression,,,Diarrhea,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infectious Diarrhea
214,Cattle,Male,,,,Anorexia,Blood in feaces,,,,,,,,,,,,,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infectious Diarrhea
285,Cattle,Female,,,,,Blood in feaces,,,,,,,,,,Depression,,,Diarrhea,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infectious Diarrhea
426,Goat,Male,,,,Anorexia,Blood in feaces,,,,,,,,,,Depression,,,Diarrhea,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infectious Diarrhea
624,Goat,Female,,,,,Blood in feaces,,,,,,,,,,Depression,,,Diarrhea,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infectious Diarrhea
706,Sheep,Male,,,,Anorexia,Blood in feaces,,,,,,,,,,,,,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infectious Diarrhea
798,Sheep,Female,,,,,Blood in feaces,,,,,,,,,,Depression,,,Diarrhea,,,,,,,,,,,,Fever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infectious Diarrhea
,Goat,Male,,,,,,,,,,,,,,,0.9,,,0.9,,,,,0.9,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.9,0.9,,,,,,Infectious Diarrhea
,Goat,Female,,,,0.9,,,,,0.9,,,,,,0.9,,,0.9,,,,,0.9,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,0.9,,,,,,Infectious Diarrhea
,Cattle,Male,,,,,,,,,,,,,,,0.9,0.9,,0.9,,,,,,,,,,,,0.9,,,,,,,,,,,0.9,,,,,,,,,,,,0.9,,,,,0.9,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infectious Diarrhea
,Cattle,Female,,,,0.9,0.9,,,,,,,,,,0.9,0.9,,0.9,0.9,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,0.9,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,Infectious Diarrhea
,Cattle,Female,,,,,,,,,,,,,,,,0.9,,0.9,,,,,0.9,,,,,,,0.3,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,Infectious Diarrhea
,Cattle,Female,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,0.9,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infectious Phenomnia
,Goat,Male,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,0.9,,0.9,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,Infectious Phenomnia
68,Buffalo,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wounded,,,Injury Trauma
286,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wounded,,,Injury Trauma
287,Cattle,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lameness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wounded,,,Injury Trauma
427,Goat,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lameness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Injury Trauma
428,Goat,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wounded,,,Injury Trauma
429,Goat,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lameness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wounded,,,Injury Trauma
625,Goat,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wounded,,,Injury Trauma
719,Sheep,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wounded,,,Injury Trauma
793,Sheep,Female,,,,Anorexia,,,,,,,,,,,Depression,,,Diarrhea,,,,,,,,,,,,,,Hair/Wool loss,,,,,,,,,,,,,,,,,,,Ocular discharge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weight loss,,,,,,Injury Trauma
47,Buffalo,Male,,,Anemia,Anorexia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yellow/Pale Eyes,,Jaundice
69,Buffalo,Female,,,Anemia,,,,,,,,,,,,Depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yellow/Pale Eyes,,Jaundice
215,Cattle,Male,,,Anemia,Anorexia,,,,,,,,,,,Depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yellow/Pale Eyes,,Jaundice
288,Cattle,Female,,,Anemia,Anorexia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yellow/Pale Eyes,,Jaundice
517,Goat,Male,,,Anemia,,,,,,,,,,,,Depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yellow/Pale Eyes,,Jaundice
665,Goat,Female,,,Anemia,,,,,,,,,,,,Depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yellow/Pale Eyes,,Jaundice
750,Sheep,Male,,,Anemia,Anorexia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yellow/Pale Eyes,,Jaundice
799,Sheep,Female,,,Anemia,Anorexia,,,,,,,,,,,Depression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yellow/Pale Eyes,,Jaundice
,Goat,Female,,,0.9,0.9,,,,,,,,,,,,,,0.3,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,0.9,,Jaundice
,Sheep,Male,,,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,..9,0.9,0.9,Jaundice
518,Goat,Male,,,,Anorexia,,,,,,,,,,,,,,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weakness,,,,,,,Lactic Acidosis
666,Goat,Female,,,,Anorexia,,,,,,,,,,,,,,Diarrhea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lactic Acidosis
,Buffalo,Male,,,,0.9,,,,,,,,,,,0.9,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,0.9,,0.9,,,,,,,,,,,,,,,0.9,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,Lumpy Jaw
,Buffalo,Female,,,,0.9,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,Lumpy Jaw
,Buffalo ,Female,,,,0.9,,,,0.9,,,,,,,0.9,,,,,,0.9,,,0.9,,,,,,0.3,,,,,,,,,,,,,0.9,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lumpy Jaw
439,Goat,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Severe itching,Small red patches usually around mouth/ nose/ eyes/ on the head/ under the tail/ between legs,Skin lesion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mange Infestation
440,Goat,Male,,,,,,,,,,,,,,,,,,,,,,,Emaciation,,,,,,,,,Hair/Wool loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Severe itching,Small red patches usually around mouth/ nose/ eyes/ on the head/ under the tail/ between legs,Skin lesion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mange Infestation
441,Goat,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Severe itching,Small red patches usually around mouth/ nose/ eyes/ on the head/ under the tail/ between legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mange Infestation
